,date,month,day,hour,minute,week,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,test_season,vacation,special_day,count
16733,2018-05-06,05,06,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
16736,2018-05-06,05,06,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
16738,2018-05-06,05,06,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
16754,2018-05-06,05,06,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
16767,2018-05-06,05,06,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
16778,2018-05-06,05,06,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
16811,2018-05-06,05,06,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
16829,2018-05-06,05,06,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
16836,2018-05-06,05,06,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
16840,2018-05-06,05,06,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
16841,2018-05-06,05,06,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
16851,2018-05-06,05,06,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
16857,2018-05-06,05,06,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
16877,2018-05-06,05,06,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
16896,2018-05-06,05,06,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
16929,2018-05-06,05,06,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
16932,2018-05-06,05,06,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
16970,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
16982,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17002,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17025,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17027,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17032,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17035,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17052,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17066,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17074,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17076,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17095,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17113,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17119,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17140,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17149,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17160,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17168,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17178,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17181,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17196,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17206,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17217,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17223,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17227,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17237,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17252,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17262,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17266,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17268,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17269,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17286,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17302,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17320,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17325,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17357,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17359,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17370,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17382,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17407,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17415,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17422,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17423,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17432,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17433,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17435,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17442,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17454,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17460,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17487,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17492,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17499,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17513,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17514,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17519,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17530,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17531,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17532,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17538,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17543,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17556,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17557,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17558,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17574,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17580,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17582,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17588,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17591,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17592,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17617,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17621,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17631,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17633,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17641,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17642,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17648,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17665,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17671,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17679,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17684,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17690,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17692,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17694,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17701,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17708,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17716,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17719,2018-05-08,05,08,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
17724,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
17730,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
17741,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
17752,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
17755,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
17764,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
17766,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
17783,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
17805,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
17821,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
17825,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
17848,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
17864,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
17868,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
17888,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
17893,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
17922,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
17938,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
17940,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
17961,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
17962,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
17976,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
17999,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
18006,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
18011,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
18014,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
18021,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
18035,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
18055,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
18061,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
18074,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
18080,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
18085,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
18087,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
18088,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
18095,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
18112,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
18119,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
18123,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
18146,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
18151,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
18164,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
18180,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
18185,2018-05-09,05,09,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
18197,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18201,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18206,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18230,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18243,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18246,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18259,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18319,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18320,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18326,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18347,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18350,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18351,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18383,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18387,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18398,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18401,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18407,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18412,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18426,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18435,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18436,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18439,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18469,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18476,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18492,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18494,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18519,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18536,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18542,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18551,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18561,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18578,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18587,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18589,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18626,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18649,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18662,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18671,2018-05-10,05,10,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
18682,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
18687,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
18695,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
18699,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
18709,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
18725,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
18740,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
18767,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
18771,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
18774,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
18797,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
18810,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
18828,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
18829,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
18847,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
18864,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
18881,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
18885,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
18890,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
18892,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
18893,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
18898,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
18900,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
18910,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
18916,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
18927,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
18934,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
18937,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
18939,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
18953,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
18955,2018-05-11,05,11,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
18979,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
18984,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
18996,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19002,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19005,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19039,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19042,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19059,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19061,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19067,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19091,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19111,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19124,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19140,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19155,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19156,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19161,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19175,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19192,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19206,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19208,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19209,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19213,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19234,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19267,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19281,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19301,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19302,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19339,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19340,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19360,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19362,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19363,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19368,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19374,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19376,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19379,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19391,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19394,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19399,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19404,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19431,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19443,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19446,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19449,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19451,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19458,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19469,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19487,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19493,2018-05-12,05,12,00,00,Saturday,0,0,1,0,0,0,0,0,0,0,0
19498,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19518,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19520,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19522,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19533,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19539,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19550,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19569,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19570,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19583,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19592,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19596,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19630,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19635,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19638,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19639,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19650,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19654,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19679,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19694,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19702,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19727,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19731,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19735,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19760,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19766,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19781,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19787,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19806,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19812,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19822,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19837,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19850,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19862,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19870,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19877,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19904,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19905,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
19917,2018-05-13,05,13,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
