,date,month,day,hour,minute,week,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,test_season,vacation,special_day,count
8,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
9,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
14,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
18,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
38,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
55,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
67,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
78,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
96,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
118,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
120,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
146,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
151,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
171,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
172,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
177,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
191,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
197,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
202,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
219,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
222,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
247,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
259,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
262,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
280,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
283,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
295,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
299,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
328,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
336,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
344,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
360,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
368,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
405,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
424,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
434,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
438,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
461,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
462,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
472,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
484,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
512,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
522,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
530,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
534,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
542,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
562,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
573,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
584,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
586,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
587,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
599,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
603,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
609,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
622,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
623,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
637,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
651,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
652,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
664,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
670,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
672,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
694,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
698,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
705,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
710,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
712,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
717,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
722,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
728,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
734,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
739,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
747,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
748,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
761,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
763,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
771,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
783,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
786,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
827,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
835,2018-04-01,04,01,00,00,Sunday,0,0,0,1,0,0,0,0,0,0,0
850,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
870,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
887,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
890,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
896,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
898,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
910,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
929,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
934,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
940,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
942,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
944,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
949,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
958,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
962,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
975,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
984,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
988,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
992,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1004,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1009,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1040,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1062,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1078,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1096,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1104,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1108,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1115,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1118,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1119,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1121,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1129,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1134,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1141,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1148,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1152,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1157,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1159,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1167,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1168,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1174,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1182,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1185,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1186,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1192,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1196,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1205,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1208,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1210,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1214,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1219,2018-04-02,04,02,00,00,Monday,0,1,0,0,0,0,0,0,0,0,0
1244,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1254,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1260,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1282,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1286,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1307,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1313,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1326,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1345,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1359,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1363,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1365,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1369,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1371,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1385,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1390,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1404,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1407,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1432,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1439,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1447,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1467,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1469,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1473,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1477,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1479,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1494,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1495,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1539,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1574,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1586,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1590,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1600,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1603,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1608,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1618,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1620,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1629,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1638,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1640,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1641,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1647,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1650,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1651,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1662,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1664,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1692,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1693,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1703,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1709,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1731,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1747,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1749,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1752,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1757,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1762,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1783,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1790,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1805,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1807,2018-04-03,04,03,00,00,Tuesday,0,0,0,0,0,1,0,0,0,0,0
1828,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
1829,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
1855,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
1856,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
1865,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
1866,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
1867,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
1872,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
1909,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
1912,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
1932,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
1933,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
1959,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
1966,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
1974,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
1975,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
1998,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2005,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2012,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2016,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2017,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2026,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2032,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2047,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2079,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2097,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2098,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2111,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2128,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2132,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2148,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2152,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2175,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2183,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2187,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2195,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2196,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2216,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2235,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2240,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2242,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2244,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2261,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2290,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2306,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2308,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2319,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2321,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2326,2018-04-04,04,04,00,00,Wednesday,0,0,0,0,0,0,1,0,0,0,0
2345,2018-04-05,04,05,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
2362,2018-04-05,04,05,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
2379,2018-04-05,04,05,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
2388,2018-04-05,04,05,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
2405,2018-04-05,04,05,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
2407,2018-04-05,04,05,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
2420,2018-04-05,04,05,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
2443,2018-04-05,04,05,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
2462,2018-04-05,04,05,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
2490,2018-04-05,04,05,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
2492,2018-04-05,04,05,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
2507,2018-04-05,04,05,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
2519,2018-04-05,04,05,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
2533,2018-04-05,04,05,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
2546,2018-04-05,04,05,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
2568,2018-04-05,04,05,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
2570,2018-04-05,04,05,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
2575,2018-04-05,04,05,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
2578,2018-04-05,04,05,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
2581,2018-04-05,04,05,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
2589,2018-04-05,04,05,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
2605,2018-04-05,04,05,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
2620,2018-04-05,04,05,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
2622,2018-04-05,04,05,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
2623,2018-04-05,04,05,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
2625,2018-04-05,04,05,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
2635,2018-04-05,04,05,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
2644,2018-04-05,04,05,00,00,Thursday,0,0,0,0,1,0,0,0,0,0,0
2659,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2671,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2680,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2688,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2707,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2730,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2734,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2744,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2754,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2756,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2770,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2772,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2778,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2779,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2790,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2796,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2801,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2806,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2817,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2839,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2848,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2873,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2876,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2888,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2911,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2913,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2918,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2923,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2934,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2942,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2949,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2960,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2968,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2970,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2975,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2989,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2995,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
2996,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
3005,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
3014,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
3033,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
3038,2018-04-06,04,06,00,00,Friday,1,0,0,0,0,0,0,0,0,0,0
